%Chi,%Gel,%Gly,%Pec,%Sta,%Oil,%W,%AA,T(°C),%RH,t(h),TS,WVP,%E
0.0,1.57,0.79,0.0,0.0,0.0,97.63,0.0,25.0,53.0,36.0,22.6,9.08,36.5
1.2,0.0,0.0,0.0,0.0,0.0,98.6,0.2,25.0,45.0,48.0,52.19,27.5603,10.07
1.0,0.0,0.2,0.0,0.0,0.0,97.8,1.0,60.0,52.5133,12.0,22.2,69.7812,41.98
2.0,0.0,0.24,0.0,0.0,0.0,96.76,1.0,34.8801,52.5023,10.0,69.774,47.8733,39.5
2.0,0.0,0.44,0.0,0.0,0.0,96.56,1.0,35.2174,52.5472,10.0,65.868,48.0864,44.2
2.0,0.0,0.79,0.0,0.0,0.0,97.21,0.0,50.0,50.0,48.0,9.25,12.78,20.77
2.0,0.0,0.0,0.0,0.0,1.0,96.0,1.0,20.0867,46.1143,72.0,17.67,0.34,4.02
2.0,0.39,0.48,0.0,0.0,1.72,94.91,1.72,25.0,53.0,24.0,6.7,15.0,31.0
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,25.0,54.0,24.0,107.0,66.3,13.8
1.0,0.0,0.12,0.0,0.0,0.0,97.88,1.0,25.0,50.0,48.0,43.41,38.7764,11.14
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,25.0,54.0,24.0,309.0,79.3,26.5
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,23.0,50.0,56.445,52.77,40.2075,14.32
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,25.0,54.0,168.0,372.0,92.2,15.5
0.9,0.22,0.38,0.0,0.9,0.0,97.23,0.37,60.0,50.0,48.0,33.36,80.6,100.3
1.0,0.0,0.2,0.0,0.0,2.0,96.3,0.5,21.0,57.0,24.0,42.2,44.56,24.5
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,2.0,54.0,24.0,398.0,84.5,7.72
