%Chi,%Gel,%Gly,%Pec,%Sta,%Oil,%W,%AA,T(°C),%RH,t(h),TS,WVP,%E
1.5,0.0,0.3,0.0,0.0,1.0,97.2,1.0,23.0,50.0,55.08,309.0,41.62,21.5
1.0,0.0,0.12,0.0,0.0,0.0,97.88,1.0,25.0,50.0,48.0,43.41,38.77,11.14
2.0,0.0,0.44,0.0,0.0,0.0,96.56,1.0,40.0,75.0,48.0,45.47,114.42,16.9
1.2,0.0,0.05,0.0,0.0,0.0,98.56,0.2,25.0,60.0,24.0,30.57,84.53,20.95
0.8,0.95,0.79,0.0,0.0,0.0,97.06,0.4,25.0,50.0,56.44,23.88,48.2,11.05
2.0,0.39,0.48,0.0,0.0,0.25,96.63,1.0,20.74,45.23,72.0,75.0,0.56,11.42
2.0,0.0,0.0,0.0,0.0,0.5,96.5,1.0,20.32,45.66,72.0,14.42,0.54,5.46
1.0,0.0,0.0,0.0,0.0,0.25,98.0,1.0,20.74,45.23,72.0,52.77,0.56,11.32
0.9,0.45,0.19,0.0,0.9,0.0,97.19,0.37,60.0,53.0,24.0,30.76,87.5,21.5
1.2,0.0,0.14,0.0,0.0,0.0,98.46,0.2,25.0,50.0,56.44,10.2,48.61,109.97
1.09,2.27,5.73,0.0,0.0,0.0,90.91,0.0,25.0,57.0,12.0,12.05,7.68,63.39
4.0,0.0,0.63,0.0,0.0,0.0,95.37,0.0,25.0,58.0,12.0,55.0,75.0,5.7
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,25.0,54.0,24.0,107.0,66.3,13.8
0.5,1.05,0.0,0.0,0.0,0.0,96.62,1.0,34.88,52.5,10.0,57.6,47.87,8.7
1.2,0.0,0.0,0.0,0.0,0.0,98.6,0.2,25.0,45.0,48.0,52.19,48.98,10.07
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,23.0,50.0,48.0,52.77,40.21,14.32
0.8,0.95,0.79,0.0,0.0,0.0,96.94,0.4,25.0,45.0,12.0,22.64,0.02,12.03
0.9,0.22,0.19,0.0,1.34,0.0,96.98,0.37,60.0,50.0,48.0,39.89,87.5,4.51
0.9,0.22,0.57,0.0,0.45,0.0,97.48,0.37,60.0,50.0,48.0,16.71,90.6,100.2
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,2.0,54.0,24.0,398.0,62.5,7.72
1.0,0.0,0.0,0.0,0.0,0.0,98.5,0.5,25.0,45.0,48.0,113.0,49.0,22.0
2.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,25.0,54.0,24.0,309.0,79.3,26.5
1.4,0.0,0.0,0.0,0.0,0.0,96.8,2.0,60.0,60.0,24.0,61.11,84.53,21.35
0.8,0.95,0.79,0.0,0.0,0.5,96.06,0.4,25.0,33.0,72.0,13.7,0.75,12.7
1.2,0.0,0.0,0.0,0.0,0.0,98.6,0.2,25.0,50.0,48.0,52.19,27.81,10.07
2.0,0.0,1.43,0.0,0.0,0.0,95.57,1.0,25.0,45.0,12.0,20.96,0.03,27.96
1.2,0.0,0.05,0.0,0.0,0.0,98.56,0.2,25.0,45.0,48.0,30.57,23.53,20.95
0.8,0.95,0.79,0.0,0.0,0.0,97.06,0.4,40.0,75.0,48.0,23.88,116.21,21.05
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,2.0,50.0,48.0,398.0,27.5,7.72
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,23.0,45.0,48.0,52.77,27.56,14.32
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,23.0,50.0,56.44,52.77,40.21,14.22
0.9,0.45,0.19,0.0,0.9,0.0,97.19,0.37,60.0,50.0,48.0,30.76,57.8,21.5
2.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,25.0,45.0,12.0,8.91,0.02,27.23
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,25.0,54.0,36.0,309.0,79.3,26.5
2.5,2.0,3.0,0.0,0.0,0.0,92.0,0.0,25.0,50.0,36.0,11.22,49.0,84.17
1.0,0.0,0.24,0.0,0.0,0.0,97.76,1.0,2.0,54.0,24.0,31.89,22.5,30.7
0.9,0.0,0.38,0.0,0.45,0.0,97.89,0.38,60.0,50.0,48.0,49.4,97.2,100.4
0.9,0.22,0.38,0.0,0.9,0.0,97.23,0.37,60.0,50.0,48.0,32.85,71.7,100.1
0.89,0.45,0.37,0.0,1.34,0.0,96.58,0.37,60.0,50.0,48.0,40.41,27.7,35.1
1.5,0.0,0.0,0.0,0.0,0.0,97.5,0.5,25.0,50.0,48.0,63.0,95.0,5.5
2.0,0.0,1.43,0.0,0.0,0.0,97.0,0.0,25.0,45.0,12.0,8.91,0.02,27.23
0.9,0.0,0.38,0.0,0.0,0.0,98.01,0.2,25.0,45.0,48.0,15.6,40.95,73.1
0.9,0.0,0.38,0.0,0.89,0.0,97.89,0.38,60.0,50.0,48.0,49.4,81.7,100.4
0.9,0.0,0.38,0.0,0.45,0.0,97.89,0.38,60.0,50.0,48.0,49.4,90.6,100.4
0.89,0.45,0.56,0.0,0.89,0.0,96.83,0.37,60.0,50.0,48.0,18.9,64.8,75.4
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,2.0,54.0,168.0,351.0,62.5,42.4
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,25.0,45.0,48.0,107.0,40.95,73.1
1.2,0.0,0.14,0.0,0.0,0.0,98.46,1.0,23.0,50.0,56.44,10.2,40.21,14.82
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,2.0,54.0,168.0,351.0,84.5,42.4
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,25.0,50.0,48.0,309.0,99.3,26.5
1.5,0.0,0.0,0.0,0.0,0.0,96.6,2.0,20.0,60.0,24.0,61.11,84.53,21.35
0.9,0.22,0.38,0.0,0.0,0.0,97.23,1.0,25.0,50.0,12.0,52.84,7.75,14.33
0.8,0.95,0.79,0.0,0.0,0.0,96.56,0.4,25.0,50.0,48.0,13.86,27.85,12.75
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,40.0,54.0,168.0,210.0,38.5,2.46
1.5,0.0,0.3,0.0,0.0,1.25,97.2,1.0,21.0,57.0,24.0,47.41,25.4,15.0
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,40.0,75.0,48.0,309.0,114.42,26.5
1.0,0.0,0.2,0.0,0.0,0.0,97.8,1.0,60.0,54.48,12.0,22.2,35.36,41.98
0.9,0.0,0.38,0.0,0.45,0.0,97.01,0.37,60.0,50.0,48.0,33.36,90.6,50.3
0.9,0.0,0.38,0.0,0.0,0.0,97.98,1.0,40.0,54.0,24.0,64.9,28.5,2.5
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,25.0,50.0,48.0,372.0,98.2,15.5
1.5,0.0,0.3,0.0,0.0,0.0,97.62,0.0,25.0,53.0,36.0,22.6,9.08,36.5
1.0,0.0,0.2,0.0,0.0,0.0,97.8,1.0,23.0,54.0,24.0,22.2,28.82,41.98
2.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,30.86,52.84,10.0,99.33,39.08,1.7
0.9,0.22,0.57,0.0,1.34,0.0,96.61,0.37,60.0,50.0,48.0,26.4,96.1,80.5
0.9,0.22,0.19,0.0,0.9,0.0,96.98,0.37,60.0,50.0,48.0,39.89,81.7,100.1
2.0,0.0,0.2,0.0,0.0,2.0,96.3,0.5,21.0,57.0,24.0,42.2,44.56,24.5
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,25.0,54.0,24.0,372.0,69.2,15.5
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,25.0,54.0,36.0,372.0,92.2,15.5
1.5,1.05,0.0,0.0,0.0,0.0,96.62,1.0,25.0,50.0,48.0,57.6,72.0,6.5
2.0,0.0,0.0,0.0,0.0,1.0,97.0,1.0,30.86,46.11,72.0,99.33,0.37,2.7
1.0,0.0,0.12,0.0,0.0,0.0,97.88,1.0,60.0,50.0,12.0,43.41,8.5,11.14
2.0,0.0,0.0,0.0,0.0,0.5,96.0,1.0,20.32,45.66,72.0,14.42,0.54,5.46
1.2,0.0,0.05,0.0,0.0,0.0,98.56,0.2,25.0,54.0,168.0,30.57,29.9,20.95
0.9,0.45,0.19,0.0,0.9,0.0,97.19,0.37,60.0,50.0,48.0,30.76,27.5,21.5
0.8,0.95,0.79,0.0,0.0,0.25,96.94,0.4,25.0,33.0,72.0,22.64,0.27,12.03
0.9,0.22,0.57,0.0,0.45,0.0,97.48,0.37,60.0,50.0,48.0,16.71,97.2,100.2
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,40.0,75.0,48.0,309.0,114.58,26.5
2.0,0.0,1.43,0.0,0.0,0.0,95.57,1.0,40.0,75.0,48.0,20.96,116.21,27.64
0.9,0.45,0.38,0.0,1.34,0.0,97.21,0.37,60.0,50.0,48.0,33.36,96.2,50.3
0.0,0.79,0.32,0.0,0.0,0.0,97.9,1.0,25.0,53.0,24.0,31.0,8.0,6.4
2.0,0.0,0.0,0.0,0.0,0.0,98.55,0.2,25.0,45.0,48.0,15.6,40.95,73.1
2.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,30.86,52.84,24.0,99.33,39.08,2.7
2.5,0.0,1.43,0.0,0.0,0.0,95.57,1.0,25.0,45.0,12.0,20.96,0.03,27.64
0.9,0.45,0.19,0.0,0.9,0.0,97.19,0.37,60.0,50.0,48.0,30.76,28.5,21.5
1.0,0.0,0.0,0.0,0.0,0.5,98.5,0.5,25.0,60.0,48.0,113.0,130.0,22.0
1.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,60.0,60.0,24.0,65.0,84.53,21.35
1.0,0.0,0.12,0.0,0.9,0.0,97.88,0.37,60.0,50.0,48.0,10.96,81.7,100.1
1.0,0.0,0.0,0.0,0.0,1.0,96.5,0.5,25.0,60.0,48.0,50.0,42.0,6.0
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,2.0,50.0,48.0,120.0,82.5,8.51
1.2,0.0,0.0,0.0,0.0,0.0,98.6,0.2,25.0,58.0,12.0,52.19,7.68,10.07
1.2,0.0,0.0,0.0,0.0,0.0,98.6,0.2,25.0,45.0,48.0,52.19,48.62,10.07
2.0,0.0,0.44,0.0,0.0,0.0,97.56,0.0,50.0,50.0,48.0,9.25,12.78,20.77
0.9,0.0,0.57,0.0,0.9,0.0,97.26,0.37,60.0,50.0,48.0,28.83,80.6,110.7
0.0,2.27,5.73,0.45,0.0,0.0,90.91,0.0,25.0,50.0,12.0,12.05,7.68,63.39
0.9,0.22,0.57,0.0,0.45,0.0,97.48,0.37,60.0,50.0,48.0,16.71,91.2,100.2
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,60.0,50.0,48.0,231.0,95.6,1.5
2.0,0.0,0.0,0.0,0.0,1.0,97.0,1.0,20.09,46.11,72.0,9.45,0.34,4.86
1.5,0.0,1.89,0.0,0.0,0.0,96.01,1.0,40.0,75.0,48.0,8.7,114.58,48.7
2.0,0.0,0.79,0.0,0.0,0.0,96.21,1.0,34.95,52.72,168.0,64.96,46.43,45.0
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,25.0,54.0,48.0,372.0,92.2,15.5
2.0,0.39,0.48,0.0,0.0,0.0,97.63,0.0,25.0,53.0,36.0,22.6,9.08,36.5
2.0,0.0,0.44,0.0,0.0,0.0,97.56,0.5,25.0,50.0,48.0,16.7,38.78,116.3
0.9,0.22,0.38,0.0,0.0,0.0,97.23,1.0,25.0,50.0,12.0,56.89,7.75,14.85
1.0,0.0,0.0,0.0,0.0,0.25,97.0,1.0,20.77,45.23,72.0,44.47,0.56,11.05
0.9,0.45,0.56,0.0,0.0,0.0,96.61,2.0,40.0,75.0,48.0,62.0,116.21,21.35
1.0,0.0,0.0,0.0,0.0,0.0,97.5,1.0,25.0,45.0,48.0,20.97,93.0,65.0
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,25.0,54.0,168.0,372.0,69.2,15.5
0.9,0.0,0.57,0.0,0.89,0.0,97.26,0.37,60.0,50.0,48.0,38.83,60.8,75.4
1.0,0.0,0.0,0.0,0.0,0.0,97.5,1.0,40.0,54.0,24.0,211.0,40.8,1.5
2.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,25.0,54.0,24.0,85.24,84.56,14.85
1.5,0.0,0.89,0.0,0.0,0.0,96.61,1.0,40.0,75.0,12.0,15.8,116.21,39.9
0.9,0.0,0.57,0.0,0.9,0.0,97.26,0.37,60.0,50.0,48.0,28.83,86.5,110.7
0.8,0.95,0.79,0.0,0.0,0.25,96.94,0.4,25.0,33.0,72.0,22.64,0.27,12.35
0.9,0.45,0.38,0.0,1.34,0.0,97.45,0.37,60.0,50.0,48.0,13.66,96.1,80.9
0.9,0.45,0.37,0.0,0.9,0.0,97.21,0.37,60.0,50.0,48.0,33.36,80.6,100.3
1.0,0.0,0.3,0.0,0.0,0.0,97.7,0.2,25.0,45.0,48.0,35.0,29.93,20.95
1.0,0.0,0.12,0.0,0.0,0.0,97.88,1.0,40.0,54.0,168.0,43.41,40.8,1.5
1.0,0.0,0.2,0.0,0.0,1.35,97.3,0.5,21.0,57.0,24.0,121.3,27.77,23.7
0.9,0.0,0.57,0.0,0.9,0.0,97.26,0.37,60.0,50.0,48.0,28.83,37.8,110.7
0.8,0.95,0.79,0.0,0.0,0.0,96.94,0.4,25.0,35.0,12.0,22.64,0.25,12.03
0.9,0.45,0.38,0.0,0.45,0.0,97.48,0.37,60.0,50.0,48.0,13.63,90.6,70.6
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,25.0,54.45,24.0,107.0,66.3,13.5
1.0,0.0,0.0,0.0,0.0,0.0,97.5,1.0,60.0,54.98,12.0,20.97,71.26,46.8
2.0,0.0,0.79,0.0,0.0,0.0,97.21,0.0,50.0,54.0,24.0,9.25,12.78,20.77
2.0,0.0,0.44,0.0,0.0,0.25,96.56,1.0,20.77,45.23,72.0,13.0,0.56,11.12
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,25.0,33.0,72.0,231.0,0.9,1.5
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,25.0,50.0,48.0,57.6,72.0,6.5
2.0,0.39,0.48,0.0,0.0,0.0,96.63,0.0,25.0,53.0,24.0,35.0,8.0,6.4
0.8,0.95,0.79,0.0,0.0,0.0,96.94,0.4,25.0,45.0,48.0,22.64,49.0,12.03
1.5,0.0,0.3,0.0,0.0,0.0,97.2,0.5,2.0,54.0,168.0,29.0,84.5,15.7
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,2.0,54.0,168.0,398.0,84.5,7.72
2.0,2.5,3.0,0.0,0.0,0.0,92.0,0.0,25.0,50.0,24.0,11.22,49.4,84.17
1.2,0.0,0.14,0.0,0.0,0.0,98.46,0.2,25.0,45.0,48.0,10.2,19.38,109.97
0.0,1.57,0.79,0.0,0.0,0.0,97.63,0.0,25.0,53.0,24.0,22.6,9.08,36.5
0.0,1.57,0.79,0.0,0.0,0.0,97.63,0.0,25.0,50.0,48.0,22.6,42.35,36.5
0.8,0.95,0.79,0.0,0.0,0.0,97.06,0.4,25.0,58.0,12.0,23.88,23.85,11.05
2.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,25.0,50.0,12.0,85.24,7.75,14.8
1.0,0.0,0.2,0.0,0.0,3.75,95.3,0.5,21.0,57.0,24.0,56.0,66.69,36.7
2.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,25.0,54.0,168.0,99.33,92.2,15.8
1.2,0.0,0.0,0.0,0.0,0.0,98.6,0.2,25.0,45.0,48.0,52.19,19.31,10.07
1.2,0.0,0.1,0.0,0.0,0.0,98.51,0.2,25.0,45.0,48.0,15.6,27.56,109.95
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,25.0,54.0,24.0,372.0,64.2,15.5
1.2,0.0,0.0,0.0,0.0,0.0,98.6,0.2,25.0,50.0,48.0,52.19,28.82,10.07
2.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,23.0,50.0,56.44,52.77,40.21,14.32
2.0,0.79,1.43,0.0,0.0,0.0,96.28,0.5,25.0,45.0,12.0,31.87,0.02,29.77
0.0,2.27,6.36,0.45,0.0,0.0,90.91,0.0,25.0,58.0,12.0,11.05,7.68,63.39
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,25.0,50.0,48.0,120.0,55.0,8.51
1.0,0.0,0.0,0.0,0.0,0.0,98.0,2.0,60.0,60.0,24.0,61.12,84.53,21.35
0.9,0.0,0.38,0.0,0.45,0.0,97.89,0.38,60.0,50.0,48.0,49.4,65.8,100.4
0.9,0.22,0.38,0.0,0.9,0.0,97.23,0.37,60.0,50.0,48.0,33.36,85.5,100.3
2.0,0.0,0.0,0.0,0.0,0.0,96.5,1.0,25.0,53.0,36.0,14.41,11.0,5.46
1.5,0.0,0.3,0.0,0.0,1.0,97.2,1.0,21.0,57.0,24.0,398.0,27.77,26.5
2.0,0.0,0.79,0.0,0.0,1.25,96.21,1.0,21.0,57.0,24.0,64.96,25.4,10.2
0.9,0.45,0.19,0.0,0.0,0.0,97.19,0.37,25.0,45.0,48.0,30.76,40.95,51.2
1.2,0.0,0.3,0.0,0.0,0.0,97.7,1.0,2.0,54.0,24.0,351.0,62.5,42.4
1.0,0.0,0.3,0.0,0.0,1.0,97.7,1.0,21.0,57.0,24.0,372.0,25.4,15.1
1.0,0.0,0.2,0.0,0.0,1.7,97.3,0.5,21.0,57.0,24.0,121.3,27.77,23.7
0.2,0.22,0.56,0.0,1.34,0.0,96.61,0.37,60.0,50.0,48.0,26.4,96.1,80.5
1.5,0.0,0.3,0.0,0.0,0.0,97.7,1.0,25.0,54.0,24.0,372.0,92.2,15.5
1.0,1.05,0.0,0.0,0.0,0.0,96.62,1.0,25.0,50.0,48.0,57.6,72.0,6.5
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,40.0,75.0,48.0,44.9,114.82,16.9
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,25.0,45.0,48.0,309.0,40.95,94.5
1.2,0.0,0.05,0.0,0.0,0.0,98.56,0.2,25.0,50.0,48.0,30.57,27.62,20.95
0.8,0.95,0.79,0.0,0.0,0.25,97.06,0.4,20.74,45.23,72.0,23.88,0.56,110.05
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,2.0,54.0,24.0,120.0,72.5,8.51
2.0,0.0,0.79,0.0,0.0,0.0,96.21,1.0,25.0,50.0,48.0,64.96,51.82,65.0
1.0,0.0,0.24,0.0,0.0,0.0,97.76,1.0,22.0,50.0,48.0,31.89,42.35,30.51
0.8,0.95,0.79,0.0,0.0,0.33,96.81,0.4,25.0,33.0,72.0,14.06,0.27,12.33
1.0,0.0,0.0,0.0,0.0,0.0,98.5,1.0,25.0,53.0,24.0,130.0,8.0,6.4
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,2.0,54.0,24.0,398.0,76.5,7.72
1.0,0.0,0.0,0.0,0.0,0.0,98.0,0.5,25.0,50.0,48.0,120.0,37.82,2.7
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,25.0,54.0,24.0,30.77,79.3,26.5
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,60.0,54.48,12.0,196.2,65.71,5.34
1.0,0.0,0.0,0.0,0.0,0.0,98.6,0.2,25.0,50.0,48.0,52.19,28.82,10.07
0.9,0.0,0.38,0.0,1.34,0.0,97.01,0.37,60.0,50.0,48.0,33.36,97.2,50.3
1.09,2.27,5.73,0.0,0.0,0.0,90.91,0.0,25.0,58.0,12.0,2.92,7.68,106.56
2.0,0.0,0.44,0.0,0.0,0.0,96.56,1.0,35.22,52.55,10.0,65.87,46.09,44.2
1.09,2.27,5.73,0.0,0.0,0.0,90.91,0.0,25.0,55.0,24.0,12.05,7.68,63.39
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,25.0,58.0,12.0,372.0,7.68,15.5
1.0,0.0,0.2,0.0,0.0,3.0,95.3,0.5,21.0,57.0,24.0,56.0,46.82,36.7
2.0,0.0,0.79,0.0,0.0,0.0,96.21,1.0,25.0,45.0,12.0,64.96,0.03,26.9
1.0,0.0,0.12,0.0,0.0,0.0,97.88,1.0,25.0,50.0,48.0,43.41,31.78,11.14
0.9,0.22,0.38,0.0,0.9,0.0,97.23,0.37,60.0,50.0,48.0,33.89,71.7,100.8
1.0,0.0,0.3,0.0,0.0,0.0,97.7,1.0,2.0,50.0,48.0,351.0,62.5,42.4
2.0,0.0,0.3,0.0,0.0,0.0,97.2,1.0,25.0,54.0,168.0,309.0,79.3,26.5
0.89,0.63,0.37,0.0,0.0,0.0,97.7,1.0,2.0,54.0,24.0,351.0,62.5,42.4
0.8,0.95,0.79,0.0,0.0,0.0,97.06,0.4,25.0,45.0,48.0,23.88,48.62,12.05
2.0,0.0,0.0,0.0,0.0,1.0,97.0,1.0,30.86,46.11,72.0,99.33,0.34,2.7
2.2,0.0,0.44,0.0,0.0,0.0,96.56,1.0,35.22,52.55,10.0,65.87,48.09,44.2
1.2,0.0,0.0,0.0,0.0,0.0,97.88,1.0,25.0,50.0,48.0,43.41,38.78,11.14
1.0,0.0,0.0,0.0,0.0,2.0,96.6,0.5,25.0,60.0,48.0,50.0,92.0,6.0
0.9,0.22,0.19,0.0,0.9,0.0,96.98,0.38,60.0,50.0,48.0,39.89,81.7,100.1
2.0,0.0,0.0,0.0,0.0,0.0,97.0,1.0,25.0,50.0,48.0,85.24,27.56,14.85
2.0,0.0,0.0,0.0,0.0,0.0,96.75,1.0,23.0,54.0,24.0,13.92,28.82,11.23
1.0,0.0,0.79,0.0,0.0,0.13,96.94,0.4,25.0,33.0,72.0,22.64,0.24,12.03
2.5,0.0,0.0,0.0,0.0,0.25,96.75,1.0,20.74,45.23,72.0,13.92,0.56,11.03
2.0,0.0,0.0,0.0,0.0,0.5,97.0,1.0,20.4,45.26,72.0,9.45,0.63,4.86
1.2,0.0,0.0,0.0,0.0,0.0,98.6,0.2,25.0,50.0,48.0,52.19,95.4,10.07
0.9,0.0,0.38,0.0,0.45,0.0,97.89,0.38,60.0,50.0,48.0,49.4,99.2,100.4
1.0,0.0,0.2,0.0,0.0,3.5,95.3,0.5,21.0,57.0,24.0,56.0,46.83,36.7
0.8,0.95,0.79,0.0,0.0,0.0,96.06,0.4,25.0,54.0,24.0,13.86,54.87,12.75
1.0,0.0,0.0,0.0,0.0,2.0,97.0,0.5,21.0,57.0,24.0,72.3,44.56,24.5
2.5,2.5,3.0,0.0,0.0,0.0,92.0,0.0,25.0,50.0,56.44,11.22,49.4,84.17
2.0,0.0,0.0,0.0,0.0,1.0,96.0,1.0,20.09,46.11,72.0,17.67,0.34,4.42
0.9,0.0,0.38,0.0,0.0,0.0,97.01,1.0,25.0,50.0,48.0,83.67,38.78,11.14
1.2,0.0,0.1,0.0,0.0,0.0,98.51,0.2,25.0,45.0,24.0,15.6,40.95,73.1
0.9,0.22,0.38,0.0,0.9,0.0,97.23,0.37,60.0,50.0,48.0,33.89,78.3,100.8
0.5,0.0,0.3,0.0,0.0,0.0,98.2,1.0,60.0,54.98,12.0,107.0,71.26,23.8
1.0,0.0,0.0,0.0,0.0,0.0,98.0,1.0,34.95,52.72,10.0,61.82,46.43,45.0
1.2,0.0,0.14,0.0,0.0,0.0,98.46,0.2,25.0,58.0,12.0,10.2,27.78,109.97
0.8,0.95,0.79,0.0,0.0,0.0,97.06,0.4,25.0,50.0,48.0,23.88,27.23,11.05
1.0,0.0,0.0,0.0,0.0,2.0,96.5,0.5,25.0,60.0,48.0,50.0,98.0,6.0
1.5,0.0,0.3,0.0,0.0,0.0,97.2,1.0,25.0,54.0,12.0,309.0,79.3,26.5
4.0,0.0,0.63,0.0,0.0,0.0,95.37,0.0,25.0,53.0,24.0,56.0,17.0,5.7
2.0,0.0,0.79,0.0,0.0,0.0,96.21,1.0,2.0,54.0,24.0,64.97,72.5,27.9
